year,period,periodName,latest,value,footnotes,series_id
2015,M12,December,,33.8,[{}],CES0500000007
2015,M11,November,,33.7,[{}],CES0500000007
2015,M10,October,,33.7,[{}],CES0500000007
2015,M09,September,,33.7,[{}],CES0500000007
2015,M08,August,,33.8,[{}],CES0500000007
2015,M07,July,,33.7,[{}],CES0500000007
2015,M06,June,,33.6,[{}],CES0500000007
2015,M05,May,,33.6,[{}],CES0500000007
2015,M04,April,,33.6,[{}],CES0500000007
2015,M03,March,,33.7,[{}],CES0500000007
2015,M02,February,,33.8,[{}],CES0500000007
2015,M01,January,,33.7,[{}],CES0500000007
2014,M12,December,,33.8,[{}],CES0500000007
2014,M11,November,,33.8,[{}],CES0500000007
2014,M10,October,,33.7,[{}],CES0500000007
2014,M09,September,,33.7,[{}],CES0500000007
2014,M08,August,,33.7,[{}],CES0500000007
2014,M07,July,,33.7,[{}],CES0500000007
2014,M06,June,,33.7,[{}],CES0500000007
2014,M05,May,,33.7,[{}],CES0500000007
2014,M04,April,,33.7,[{}],CES0500000007
2014,M03,March,,33.7,[{}],CES0500000007
2014,M02,February,,33.4,[{}],CES0500000007
2014,M01,January,,33.5,[{}],CES0500000007
2013,M12,December,,33.6,[{}],CES0500000007
2013,M11,November,,33.6,[{}],CES0500000007
2013,M10,October,,33.6,[{}],CES0500000007
2013,M09,September,,33.7,[{}],CES0500000007
2013,M08,August,,33.6,[{}],CES0500000007
2013,M07,July,,33.5,[{}],CES0500000007
2013,M06,June,,33.7,[{}],CES0500000007
2013,M05,May,,33.7,[{}],CES0500000007
2013,M04,April,,33.6,[{}],CES0500000007
2013,M03,March,,33.7,[{}],CES0500000007
2013,M02,February,,33.7,[{}],CES0500000007
2013,M01,January,,33.6,[{}],CES0500000007
2012,M12,December,,33.8,[{}],CES0500000007
2012,M11,November,,33.6,[{}],CES0500000007
2012,M10,October,,33.6,[{}],CES0500000007
2012,M09,September,,33.7,[{}],CES0500000007
2012,M08,August,,33.6,[{}],CES0500000007
2012,M07,July,,33.7,[{}],CES0500000007
2012,M06,June,,33.7,[{}],CES0500000007
2012,M05,May,,33.6,[{}],CES0500000007
2012,M04,April,,33.7,[{}],CES0500000007
2012,M03,March,,33.7,[{}],CES0500000007
2012,M02,February,,33.7,[{}],CES0500000007
2012,M01,January,,33.8,[{}],CES0500000007
2024,M11,November,true,33.7,"[{'code': 'P', 'text': 'preliminary'}]",CES0500000007
2024,M10,October,,33.7,"[{'code': 'P', 'text': 'preliminary'}]",CES0500000007
2024,M09,September,,33.7,[{}],CES0500000007
2024,M08,August,,33.7,[{}],CES0500000007
2024,M07,July,,33.7,[{}],CES0500000007
2024,M06,June,,33.7,[{}],CES0500000007
2024,M05,May,,33.7,[{}],CES0500000007
2024,M04,April,,33.7,[{}],CES0500000007
2024,M03,March,,33.8,[{}],CES0500000007
2024,M02,February,,33.7,[{}],CES0500000007
2024,M01,January,,33.6,[{}],CES0500000007
2023,M12,December,,33.8,[{}],CES0500000007
2023,M11,November,,33.7,[{}],CES0500000007
2023,M10,October,,33.8,[{}],CES0500000007
2023,M09,September,,33.8,[{}],CES0500000007
2023,M08,August,,33.8,[{}],CES0500000007
2023,M07,July,,33.8,[{}],CES0500000007
2023,M06,June,,33.8,[{}],CES0500000007
2023,M05,May,,33.8,[{}],CES0500000007
2023,M04,April,,33.8,[{}],CES0500000007
2023,M03,March,,33.9,[{}],CES0500000007
2023,M02,February,,33.9,[{}],CES0500000007
2023,M01,January,,34.0,[{}],CES0500000007
2022,M12,December,,33.8,[{}],CES0500000007
2022,M11,November,,33.9,[{}],CES0500000007
2022,M10,October,,34.0,[{}],CES0500000007
2022,M09,September,,34.0,[{}],CES0500000007
2022,M08,August,,34.0,[{}],CES0500000007
2022,M07,July,,34.0,[{}],CES0500000007
2022,M06,June,,34.1,[{}],CES0500000007
2022,M05,May,,34.1,[{}],CES0500000007
2022,M04,April,,34.1,[{}],CES0500000007
2022,M03,March,,34.2,[{}],CES0500000007
2022,M02,February,,34.2,[{}],CES0500000007
2022,M01,January,,33.9,[{}],CES0500000007
2021,M12,December,,34.2,[{}],CES0500000007
2021,M11,November,,34.2,[{}],CES0500000007
2021,M10,October,,34.2,[{}],CES0500000007
2021,M09,September,,34.2,[{}],CES0500000007
2021,M08,August,,34.2,[{}],CES0500000007
2021,M07,July,,34.3,[{}],CES0500000007
2021,M06,June,,34.3,[{}],CES0500000007
2021,M05,May,,34.4,[{}],CES0500000007
2021,M04,April,,34.4,[{}],CES0500000007
2021,M03,March,,34.4,[{}],CES0500000007
2021,M02,February,,34.0,[{}],CES0500000007
2021,M01,January,,34.4,[{}],CES0500000007
2020,M12,December,,34.2,[{}],CES0500000007
2020,M11,November,,34.3,[{}],CES0500000007
2020,M10,October,,34.2,[{}],CES0500000007
2020,M09,September,,34.2,[{}],CES0500000007
2020,M08,August,,34.2,[{}],CES0500000007
2020,M07,July,,34.0,[{}],CES0500000007
2020,M06,June,,34.0,[{}],CES0500000007
2020,M05,May,,34.1,[{}],CES0500000007
2020,M04,April,,33.5,[{}],CES0500000007
2020,M03,March,,33.3,[{}],CES0500000007
2020,M02,February,,33.6,[{}],CES0500000007
2020,M01,January,,33.6,[{}],CES0500000007
2019,M12,December,,33.6,[{}],CES0500000007
2019,M11,November,,33.5,[{}],CES0500000007
2019,M10,October,,33.6,[{}],CES0500000007
2019,M09,September,,33.7,[{}],CES0500000007
2019,M08,August,,33.6,[{}],CES0500000007
2019,M07,July,,33.5,[{}],CES0500000007
2019,M06,June,,33.7,[{}],CES0500000007
2019,M05,May,,33.6,[{}],CES0500000007
2019,M04,April,,33.7,[{}],CES0500000007
2019,M03,March,,33.7,[{}],CES0500000007
2019,M02,February,,33.6,[{}],CES0500000007
2019,M01,January,,33.7,[{}],CES0500000007
2018,M12,December,,33.7,[{}],CES0500000007
2018,M11,November,,33.7,[{}],CES0500000007
2018,M10,October,,33.7,[{}],CES0500000007
2018,M09,September,,33.7,[{}],CES0500000007
2018,M08,August,,33.8,[{}],CES0500000007
2018,M07,July,,33.8,[{}],CES0500000007
2018,M06,June,,33.8,[{}],CES0500000007
2018,M05,May,,33.7,[{}],CES0500000007
2018,M04,April,,33.7,[{}],CES0500000007
2018,M03,March,,33.7,[{}],CES0500000007
2018,M02,February,,33.8,[{}],CES0500000007
2018,M01,January,,33.6,[{}],CES0500000007
2017,M12,December,,33.7,[{}],CES0500000007
2017,M11,November,,33.7,[{}],CES0500000007
2017,M10,October,,33.7,[{}],CES0500000007
2017,M09,September,,33.6,[{}],CES0500000007
2017,M08,August,,33.6,[{}],CES0500000007
2017,M07,July,,33.7,[{}],CES0500000007
2017,M06,June,,33.7,[{}],CES0500000007
2017,M05,May,,33.6,[{}],CES0500000007
2017,M04,April,,33.7,[{}],CES0500000007
2017,M03,March,,33.5,[{}],CES0500000007
2017,M02,February,,33.6,[{}],CES0500000007
2017,M01,January,,33.6,[{}],CES0500000007
2016,M12,December,,33.5,[{}],CES0500000007
2016,M11,November,,33.6,[{}],CES0500000007
2016,M10,October,,33.6,[{}],CES0500000007
2016,M09,September,,33.6,[{}],CES0500000007
2016,M08,August,,33.5,[{}],CES0500000007
2016,M07,July,,33.6,[{}],CES0500000007
2016,M06,June,,33.6,[{}],CES0500000007
2016,M05,May,,33.6,[{}],CES0500000007
2016,M04,April,,33.6,[{}],CES0500000007
2016,M03,March,,33.6,[{}],CES0500000007
2016,M02,February,,33.6,[{}],CES0500000007
2016,M01,January,,33.7,[{}],CES0500000007
2015,M12,December,,33.8,[{}],CES0500000007
2015,M11,November,,33.7,[{}],CES0500000007
2015,M10,October,,33.7,[{}],CES0500000007
2015,M09,September,,33.7,[{}],CES0500000007
2015,M08,August,,33.8,[{}],CES0500000007
2015,M07,July,,33.7,[{}],CES0500000007
2015,M06,June,,33.6,[{}],CES0500000007
2015,M05,May,,33.6,[{}],CES0500000007
2015,M04,April,,33.6,[{}],CES0500000007
2015,M03,March,,33.7,[{}],CES0500000007
2015,M02,February,,33.8,[{}],CES0500000007
2015,M01,January,,33.7,[{}],CES0500000007
2014,M12,December,,33.8,[{}],CES0500000007
2014,M11,November,,33.8,[{}],CES0500000007
2014,M10,October,,33.7,[{}],CES0500000007
2014,M09,September,,33.7,[{}],CES0500000007
2014,M08,August,,33.7,[{}],CES0500000007
2014,M07,July,,33.7,[{}],CES0500000007
2014,M06,June,,33.7,[{}],CES0500000007
2014,M05,May,,33.7,[{}],CES0500000007
2014,M04,April,,33.7,[{}],CES0500000007
2014,M03,March,,33.7,[{}],CES0500000007
2014,M02,February,,33.4,[{}],CES0500000007
2014,M01,January,,33.5,[{}],CES0500000007
2013,M12,December,,33.6,[{}],CES0500000007
2013,M11,November,,33.6,[{}],CES0500000007
2013,M10,October,,33.6,[{}],CES0500000007
2013,M09,September,,33.7,[{}],CES0500000007
2013,M08,August,,33.6,[{}],CES0500000007
2013,M07,July,,33.5,[{}],CES0500000007
2013,M06,June,,33.7,[{}],CES0500000007
2013,M05,May,,33.7,[{}],CES0500000007
2013,M04,April,,33.6,[{}],CES0500000007
2013,M03,March,,33.7,[{}],CES0500000007
2013,M02,February,,33.7,[{}],CES0500000007
2013,M01,January,,33.6,[{}],CES0500000007
2012,M12,December,,33.8,[{}],CES0500000007
2012,M11,November,,33.6,[{}],CES0500000007
2012,M10,October,,33.6,[{}],CES0500000007
2012,M09,September,,33.7,[{}],CES0500000007
2012,M08,August,,33.6,[{}],CES0500000007
2012,M07,July,,33.7,[{}],CES0500000007
2012,M06,June,,33.7,[{}],CES0500000007
2012,M05,May,,33.6,[{}],CES0500000007
2012,M04,April,,33.7,[{}],CES0500000007
2012,M03,March,,33.7,[{}],CES0500000007
2012,M02,February,,33.7,[{}],CES0500000007
2012,M01,January,,33.8,[{}],CES0500000007
